"","YEAR","SPECIES","REGION","DISTRICT","SIZE_5MM","PROP_MATURE","PROP_MATURE_SD","PROP_MATURE_LOGIT","PROP_MATURE_LOGIT_SD","NUM_MATURE","NUM_IMMATURE","TOTAL_CRAB","INTERPOLATED"
"12",1989,"SNOW","EBS","ALL",72.5,0.328547393599659,0.0280186755482531,-0.717538207343112,0.127571634549473,3553.67151021758,7262.64168978242,10816.3132,"N"
"13",1989,"SNOW","EBS","ALL",77.5,0.360397788635836,0.0260011052832746,-0.575440938307389,0.113436995474255,2935.5332233468,5209.7254766532,8145.2587,"N"
"14",1989,"SNOW","EBS","ALL",82.5,0.369316668914761,0.0288379828956535,-0.537182024829514,0.124444048999517,2280.63960055598,3894.65599944402,6175.2956,"N"
"15",1989,"SNOW","EBS","ALL",87.5,0.362498489705352,0.0311663986894652,-0.567069799739537,0.135563655457744,1661.40434676228,2921.79915323772,4583.2035,"N"
"16",1989,"SNOW","EBS","ALL",92.5,0.423276562271038,0.0299024949518578,-0.310462775070644,0.122560634487242,1534.99141623078,2091.45888376922,3626.4503,"N"
"17",1989,"SNOW","EBS","ALL",97.5,0.553651251713257,0.0299088152973127,0.216237731606208,0.121324279229901,1571.6836363299,1267.0774636701,2838.7611,"N"
"18",1989,"SNOW","EBS","ALL",102.5,0.697285951654837,0.0208799528285316,0.836321280555397,0.0989565844541856,1352.84547521951,587.313324780493,1940.1588,"N"
"19",1989,"SNOW","EBS","ALL",107.5,0.862444867231198,0.0139893359992693,1.84049593252325,0.114318648516479,1200.74619718401,191.512302815994,1392.2585,"N"
"20",1989,"SNOW","EBS","ALL",112.5,0.921301325705494,0.0157147009211151,2.47833306581201,0.205637934471227,750.302179716467,64.0917202835327,814.3939,"N"
"21",1989,"SNOW","EBS","ALL",117.5,0.93433788235465,0.017547360181847,2.68465418664464,0.251714697337539,539.397557437598,37.9070425624016,577.3046,"N"
"22",1989,"SNOW","EBS","ALL",122.5,0.958437555387052,0.00768186223484194,3.15276820020457,0.173987914373474,377.447852624796,16.3679473752036,393.8158,"N"
"23",1989,"SNOW","EBS","ALL",127.5,0.975466480788992,0.00555518744818283,3.71169132154866,0.254923590257887,146.442490708336,3.68310929166412,150.1256,"N"
"24",1989,"SNOW","EBS","ALL",132.5,0.991989612458465,0.00241519354288314,4.86321052708426,0.29910700645817,49.617138038025,0.400661961975011,50.0178,"N"
"25",1989,"SNOW","EBS","ALL",137.5,0.988194142863037,0.00589286897870116,4.6024303563371,0.652508671200048,25.8348535739398,0.3086464260602,26.1435,"N"
"26",1989,"SNOW","EBS","ALL",142.5,0.993040720081045,0.00355065301987503,5.96803051189636,1.64405619137758,2.08806672211441,0.0146332778855869,2.1027,"N"
"27",1990,"SNOW","EBS","ALL",7.5,1.49466700328404e-07,1.84071976937576e-07,-13.8155095579638,0,1.10393563928653e-05,73.8582889606436,73.8583,"N"
"28",1990,"SNOW","EBS","ALL",12.5,4.96240459029414e-06,5.59792164456081e-06,-12.8368109830934,1.20390450103318,9.43774917005092e-05,19.0184056225083,19.0185,"N"
"29",1990,"SNOW","EBS","ALL",17.5,8.12521379134152e-07,8.48062900915254e-07,-13.6278217500181,0.330136369124437,8.96779846150364e-06,11.0369910322015,11.037,"N"
"30",1990,"SNOW","EBS","ALL",22.5,0.000406742484970621,0.000536185637378939,-8.77317910223714,1.53372828143455,0.0157525263291847,38.7127474736708,38.7285,"N"
"31",1990,"SNOW","EBS","ALL",27.5,0.00258864904825731,0.00266486903383081,-6.56550243848953,1.19184173737887,0.510546308542547,196.714453691457,197.225,"N"
"32",1990,"SNOW","EBS","ALL",32.5,0.00304339574906009,0.00218826562134814,-6.07214506845936,0.780262609204717,5.63822418130792,1846.97137581869,1852.6096,"N"
"33",1990,"SNOW","EBS","ALL",37.5,0.00780218106728866,0.00252787407094492,-4.89632720168642,0.320395753886009,28.7355678485566,3654.28173215144,3683.0173,"N"
"34",1990,"SNOW","EBS","ALL",42.5,0.0153931279664818,0.00302418825989608,-4.17854140126158,0.207970128406141,54.5483458805797,3489.13335411942,3543.6817,"N"
"35",1990,"SNOW","EBS","ALL",47.5,0.0315219977676846,0.00737322109511847,-3.45222770240516,0.24225943826391,177.598153819107,5456.50394618089,5634.1021,"N"
"36",1990,"SNOW","EBS","ALL",52.5,0.0704232559789454,0.0101942200152203,-2.59066076392844,0.157025641056281,548.437472300727,7239.29492769927,7787.7324,"N"
"37",1990,"SNOW","EBS","ALL",57.5,0.132254165340285,0.0150980667193636,-1.88791754770242,0.137132088414568,1070.37100962229,7022.9166903777,8093.2877,"N"
"38",1990,"SNOW","EBS","ALL",62.5,0.179175456996211,0.0199659853644381,-1.52816419065821,0.14034102390066,1163.11448686077,5328.36881313923,6491.4833,"N"
"39",1990,"SNOW","EBS","ALL",67.5,0.229803471429267,0.0226207975037388,-1.21403790020914,0.131108242966494,1252.2560611183,4196.9917388817,5449.2478,"N"
"40",1990,"SNOW","EBS","ALL",72.5,0.315830522869007,0.0235276687026602,-0.775197426736285,0.109410215040669,1448.24285234813,3137.26344765187,4585.5063,"N"
"41",1990,"SNOW","EBS","ALL",77.5,0.349643172205573,0.0193108192441508,-0.621673968209175,0.0848081158166051,1504.93512080811,2799.26767919189,4304.2028,"N"
"42",1990,"SNOW","EBS","ALL",82.5,0.353830220447483,0.0148598537967247,-0.602865133058046,0.0651771913830735,1669.78708441047,3049.38891558953,4719.176,"N"
"43",1990,"SNOW","EBS","ALL",87.5,0.334119283359328,0.0177117536555253,-0.690668657383848,0.079890556773135,1708.711474989,3405.36472501101,5114.0762,"N"
"44",1990,"SNOW","EBS","ALL",92.5,0.362696096168509,0.0215814570476524,-0.564874571858782,0.0935114310049727,2710.19852138644,4762.16897861356,7472.3675,"N"
"45",1990,"SNOW","EBS","ALL",97.5,0.444981559406115,0.0273589698068569,-0.221611645050123,0.110782486212764,3325.87276116171,4148.30833883829,7474.1811,"N"
"46",1990,"SNOW","EBS","ALL",102.5,0.567467558289982,0.0305123818473503,0.27266398464855,0.125232723574366,3165.35463921389,2412.68166078611,5578.0363,"N"
"47",1990,"SNOW","EBS","ALL",107.5,0.715960380355544,0.0209998218273929,0.926899303953156,0.105027157867535,2463.65360532545,977.393794674546,3441.0474,"N"
"48",1990,"SNOW","EBS","ALL",112.5,0.808325336023636,0.0191241201127399,1.44408586312211,0.127168991894196,1780.41552597739,422.182174022611,2202.5977,"N"
"49",1990,"SNOW","EBS","ALL",117.5,0.840553221833968,0.0219474081140912,1.67220265117629,0.17213306218266,1378.46945891273,261.485541087275,1639.955,"N"
"50",1990,"SNOW","EBS","ALL",122.5,0.869332988976328,0.0275052826847142,1.9219761803809,0.279197132804427,759.652375355945,114.181224644055,873.8336,"N"
"51",1990,"SNOW","EBS","ALL",127.5,0.908647780218874,0.0240942595526735,2.34311947909325,0.354583997020845,303.477636549297,30.5105634507025,333.9882,"N"
"52",1990,"SNOW","EBS","ALL",132.5,0.919035954463924,0.0228192917503786,2.47412405139617,0.337136322657858,96.6718296889376,8.51647031106242,105.1883,"N"
"53",1990,"SNOW","EBS","ALL",137.5,0.938474235948161,0.0296495071895156,2.85307898761149,0.560300262411189,32.8644292686686,2.15457073133135,35.019,"N"
"54",1990,"SNOW","EBS","ALL",142.5,0.919344478775695,0.0344164468218592,2.5789930648356,0.652317965442352,5.68485851895739,0.498741481042612,6.1836,"N"
"55",1990,"SNOW","EBS","ALL",147.5,0.950147163500538,0.0254351206629908,3.24320869916679,0.840060696087115,12.0973687004052,0.634731299594801,12.7321,"N"
"56",1991,"SNOW","EBS","ALL",12.5,5.32197733857722e-06,6.60714651174332e-06,-12.8178048333804,1.24410014810013,0.00100211556010848,188.29659788444,188.2976,"N"
"57",1991,"SNOW","EBS","ALL",17.5,6.09088359833202e-05,6.92985847644268e-05,-10.8747657110359,1.68551690814221,0.0276941939987532,454.655005806001,454.6827,"N"
"58",1991,"SNOW","EBS","ALL",22.5,0.000130344472901432,0.00013185751276483,-9.70792038186266,1.32149820789037,0.592347902348888,4543.88805209765,4544.4804,"N"
"59",1991,"SNOW","EBS","ALL",27.5,0.000284873276306318,0.000274289382202551,-8.62310312482256,0.951155313171917,1.2983974413492,4556.50870255865,4557.8071,"N"
"60",1991,"SNOW","EBS","ALL",32.5,0.00100123090303703,0.000552710990405309,-7.04789502140548,0.529736600824446,4.85325534250527,4842.43554465749,4847.2888,"N"
"61",1991,"SNOW","EBS","ALL",37.5,0.00442608522116382,0.000684096521948595,-5.42960088453278,0.173894059263999,25.337148306804,5699.1681516932,5724.5053,"N"
"62",1991,"SNOW","EBS","ALL",42.5,0.0245769924053729,0.00235736665111225,-3.6854449517003,0.0955817224517878,260.084608952796,10322.3578910472,10582.4425,"N"
"63",1991,"SNOW","EBS","ALL",47.5,0.0488699368580742,0.00758654571439749,-2.98221255187263,0.180400320728617,602.723365002148,11730.4901349979,12333.2135,"N"
"64",1991,"SNOW","EBS","ALL",52.5,0.0910225116683928,0.0124975929555233,-2.3113401228391,0.16042011735338,806.703430122236,8055.97696987776,8862.6804,"N"
"65",1991,"SNOW","EBS","ALL",57.5,0.146954142372875,0.0156065610230595,-1.76449020834972,0.129584153924944,1618.80790422727,9396.92719577273,11015.7351,"N"
"66",1991,"SNOW","EBS","ALL",62.5,0.196686629712904,0.0116488737031471,-1.40883733186765,0.0753622668452981,1950.11831259701,7964.73108740299,9914.8494,"N"
