"","YEAR","SPECIES","DISTRICT","SIZE_5MM","PROP_MATURE_mean","PROP_MATURE_lo","PROP_MATURE_hi"
"115",1993,"SNOW","ALL",37.5,0.0134595257145908,0.00487807901864233,0.0348306375045987
"116",1993,"SNOW","ALL",42.5,0.044434351734241,0.0238751382554,0.0782493717025086
"117",1993,"SNOW","ALL",47.5,0.108865386795633,0.0675534922216035,0.160657374942514
"118",1993,"SNOW","ALL",52.5,0.162693029520346,0.114461593957201,0.225464650356281
"119",1993,"SNOW","ALL",57.5,0.253668907734848,0.198944370182528,0.324027023180349
"120",1993,"SNOW","ALL",62.5,0.313551056223906,0.249022080699831,0.389119240539785
"121",1993,"SNOW","ALL",67.5,0.419370077910655,0.357624222744998,0.486110216112952
"122",1993,"SNOW","ALL",72.5,0.549260863974192,0.477018161298796,0.617907243984389
"123",1993,"SNOW","ALL",77.5,0.602186612733494,0.541867411747192,0.656731762292813
"124",1993,"SNOW","ALL",82.5,0.617453734369258,0.559224796089085,0.670573068345555
"125",1993,"SNOW","ALL",87.5,0.636812547380743,0.588860517162429,0.684673893844081
"126",1993,"SNOW","ALL",92.5,0.662644096425375,0.614984028419571,0.703910432413757
"127",1993,"SNOW","ALL",97.5,0.760603977518805,0.717840267565512,0.79400285214426
"128",1993,"SNOW","ALL",102.5,0.869235385517181,0.838871145038452,0.892861725622238
"129",1993,"SNOW","ALL",107.5,0.931663625810251,0.909836777023201,0.947858335197281
"130",1993,"SNOW","ALL",112.5,0.960416336948748,0.945152672879286,0.971742424910212
"131",1993,"SNOW","ALL",117.5,0.973291872302825,0.96309183321604,0.98134524349835
"132",1993,"SNOW","ALL",122.5,0.982205478526903,0.973708541294078,0.988159096167127
"133",1993,"SNOW","ALL",127.5,0.985811013055876,0.974705961605659,0.992831841768613
"134",1993,"SNOW","ALL",132.5,0.994724557465588,0.987448611635692,0.998378165440183
"135",1993,"SNOW","ALL",137.5,0.988299629712698,0.943430011929387,0.999090338057233
"136",1993,"SNOW","ALL",142.5,0.998950329502611,0.9925634470141,0.999973175533989
"137",1994,"SNOW","ALL",17.5,0.000421196977355566,2.97265657128313e-06,0.00325406028835432
"138",1994,"SNOW","ALL",22.5,7.76601182739806e-05,3.37066044024128e-06,0.00043830492721911
"139",1994,"SNOW","ALL",27.5,0.000192432959568835,1.9277071380923e-05,0.00077622787133033
"140",1994,"SNOW","ALL",32.5,0.000776185174302584,0.000175958271790581,0.00225428014757086
"141",1994,"SNOW","ALL",37.5,0.00384174592872474,0.00168384685633878,0.00745205278983659
"142",1994,"SNOW","ALL",42.5,0.0168709382608259,0.0105652928261359,0.0270458466936503
"143",1994,"SNOW","ALL",47.5,0.0519286483141486,0.0373757769793103,0.0724436863920669
"144",1994,"SNOW","ALL",52.5,0.112875163414834,0.0867460499611331,0.141548060486263
"145",1994,"SNOW","ALL",57.5,0.178084065175198,0.141358163194624,0.221638577220831
"146",1994,"SNOW","ALL",62.5,0.217160274367545,0.173941832814372,0.271734769637435
"147",1994,"SNOW","ALL",67.5,0.252910071015486,0.208354271354307,0.302091135935725
"148",1994,"SNOW","ALL",72.5,0.308094817669475,0.259666609191158,0.359834624879042
"149",1994,"SNOW","ALL",77.5,0.351294926738093,0.310120658262927,0.398172095142201
"150",1994,"SNOW","ALL",82.5,0.367239847464582,0.325252093110159,0.411022048318442
"151",1994,"SNOW","ALL",87.5,0.359110155282796,0.315929309166948,0.40334554872577
"152",1994,"SNOW","ALL",92.5,0.424089248834558,0.377585410284746,0.473272039368642
"153",1994,"SNOW","ALL",97.5,0.575055297318627,0.521859916471238,0.62571885340041
"154",1994,"SNOW","ALL",102.5,0.782204942151663,0.722565251682542,0.829199384226088
"155",1994,"SNOW","ALL",107.5,0.88533563630914,0.847258946028075,0.917821844582477
"156",1994,"SNOW","ALL",112.5,0.948695437152919,0.928110286139339,0.966090508869422
"157",1994,"SNOW","ALL",117.5,0.950891329129787,0.910970522998652,0.972825733268621
"158",1994,"SNOW","ALL",122.5,0.968017560440508,0.945786121412433,0.982142233561435
"159",1994,"SNOW","ALL",127.5,0.980184367470158,0.962302082786875,0.990366331418908
"160",1994,"SNOW","ALL",132.5,0.979075278079351,0.938798329558341,0.994939191360517
"161",1994,"SNOW","ALL",137.5,0.997720175236332,0.989146688370048,0.999798243691391
"162",1994,"SNOW","ALL",142.5,0.966690029184045,0.827636368791531,0.999210925914362
"163",1995,"SNOW","ALL",22.5,0.000427806298037738,1.90404207426501e-05,0.00236799055197511
"164",1995,"SNOW","ALL",27.5,0.000171602097093242,1.42437632748211e-05,0.000719670349553285
"165",1995,"SNOW","ALL",32.5,0.000895605912973812,0.000151930963613796,0.00316140727956041
"166",1995,"SNOW","ALL",37.5,0.00393693067788945,0.00126693561499232,0.0108614560036411
"167",1995,"SNOW","ALL",42.5,0.0129785824495577,0.00611719653404234,0.0300401572563701
